Дата рождения,Имя,Фамилия,Отчество,Код клиента,day,month,year,birth_date
19861005 Москва,Фотий,Иванишин,Игнатович,340,,,,19861005 Москва
25.05.1999,Фрол,Иванишко,Игнатиевич,341,25,05,1999,1999-05-25
04.05.1999,Харитон,Иванишын,Игоревич,342,04,05,1999,1999-05-04
5-10-1986 город Коломна,Харлампий,Иванищев,Иеронимович,343,5,10,1986,1986-10-05
05.05.1965,Христофор,Иванищук,Измаилович,344,05,05,1965,1965-05-05
05.01.1999,Чеслав,Иванкин,Изосимович,345,05,01,1999,1999-01-05
05.10.3986,Эдуард,Иванко,Изотович,346,05,10,3986,3986-10-05
05.10.1969,Эммануил,Иванков,Изяславович,347,05,10,1969,1969-10-05
05.10.1999,Эмиль,Иванников,Илиодорович,348,05,10,1999,1999-10-05
дата 05101999,Эраст,Иванов,Илларионович,349,,,,дата 05101999
дата 15 January 1972,Эрнест,Ивановец,Иларионович,350,,,,дата 15 January 1972
дата 1986/05 Москва,Эрнст,Иванович,Ильич,351,,,,дата 1986/05 Москва
дата рождения 5.10.1999,Ювеналий,Ивановский,Иннокентиевич,352,5,10,1999,1999-10-05
рождения 05/10/1986Москва,Юлиан,Иванский,Иоаннович,353,05,10,1986,1986-10-05
05.10.1964,Юлий,Ивантеев,Иович,354,05,10,1964,1964-10-05
12.янв.04,Юрий,Ивантей,Ионич,355,12,01,1904,1904-01-12
29 августа 1957,Яков,Ивантьев,Иосафатович,356,29,08,1957,1957-08-29
29 мая 1954,Ян,Иванусьев,Иосифович,357,29,05,1954,1954-05-29
29.сен.56,Якуб,Иванушкин,Ипатович,358,29,09,1956,1956-09-29
15.12.1859,Януарий,Иванцев,Ипатиевич,359,15,12,1859,1859-12-15
1961,Ярополк,Иванцов,Ипполитович,360,,,,1961
1965 год,Ярослав,Иванченко,Ираклиевич,361,,,,1965 год
1969 Feb 10 Питер,Мартын,Иванченков,Иринархович,362,,,,1969 Feb 10 Питер
22.05.1986,Мартьян,Иванчиков,Иринеевич,363,22,05,1986,1986-05-22
23.05.1986,Матвей,Иванчин,Исаакович,364,23,05,1986,1986-05-23
19861005 Москва,Мефодий,Иванчихин,Исаакиевич,365,,,,19861005 Москва
25.05.1950,Мечислав,Иванчов,Исаевич,366,25,05,1950,1950-05-25
04.05.1949,Милан,Иваншинцев,Исакович,367,04,05,1949,1949-05-04
5-10-1986 город Коломна,Милен,Иванычев,Исакиевич,368,5,10,1986,1986-10-05
05.05.1966,Милий,Иванышкин,Исидорович,369,05,05,1966,1966-05-05
05.01.1948,Милован,Иваньев,Иустинович,370,05,01,1948,1948-01-05
05.10.1946,Мина,Иванько,Казимирович,371,05,10,1946,1946-10-05
05.10.1942,Мир,Иваньков,Каллиникович,372,05,10,1942,1942-10-05
05.10.1948,Мирон,Иваньшин,Каллистович,373,05,10,1948,1948-10-05
дата 05101994,Мирослав,Иванюк,Каллистратович,374,,,,дата 05101994
дата 15 January 1973,Митофан,Иванюков,Капитонович,375,,,,дата 15 January 1973
дата 1986/05 Москва,Михаил,Иванютин,Карионович,376,,,,дата 1986/05 Москва
дата рождения 5.10.1990,Михей,Иванюшин,Карлович,377,5,10,1990,1990-10-05
рождения 05/10/1986Москва,Модест,Иванянков,Олегович,378,05,10,1986,1986-10-05
05.10.1973,Моисей,Ивасенко,Олимпиевич,379,05,10,1973,1973-10-05
12.янв.05,Мокей,Ивасишин,Онисимович,380,12,01,1905,1905-01-12
30 августа 1957,Мстислав,Ивахин,Онуфриевич,381,30,08,1957,1957-08-30
30 мая 1954,Назар,Ивахненко,Орестович,382,30,05,1954,1954-05-30
30.сен.56,Наркис,Ивахно,Осипович,383,30,09,1956,1956-09-30
15.12.1860,Натан,Ивахнов,Оскарович,384,15,12,1860,1860-12-15
1962,Наум,Ивахнушкин,Остапович,385,,,,1962
1966 год,Нестор,Ивачев,Павлович,386,,,,1966 год
1998 Feb 10 Питер,Никандр,Ивашев,Павлинович,387,,,,1998 Feb 10 Питер
20.05.1986,Никанор,Ивашенцев,Паисиевич,388,20,05,1986,1986-05-20
25.07.1986,Никита,Ивашечкин,Палладиевич,389,25,07,1986,1986-07-25
19861005 Москва,Никифор,Ивашин,Памфилович,390,,,,19861005 Москва
25.05.1994,Никодим,Ивашиненко,Памфилиевич,391,25,05,1994,1994-05-25
04.05.1992,Николай,Ивашинников,Панкратович,392,04,05,1992,1992-05-04
5-10-1986 город Коломна,Никон,Ивашинцов ,Панкратиевич,393,5,10,1986,1986-10-05
05.05.1967,Нифонт,Лабудин,Пантелеевич,394,05,05,1967,1967-05-05
05.01.1975,Олег,Лабутин,Пантелеймонович,395,05,01,1975,1975-01-05
05.10.1984,Олимпий,Лабуткин,Панфилович,396,05,10,1984,1984-10-05
05.10.1986,Онуфрий,Лаверко,Парамонович,397,05,10,1986,1986-10-05
05.10.1967,Орест,Лаверычев,Парменович,398,05,10,1967,1967-10-05
дата 05101965,Осип,Лавников,Пармёнович,399,,,,дата 05101965
дата 15 January 1974,Остап,Лавренев,Парфёнович,400,,,,дата 15 January 1974
дата 1986/05 Москва,Остромир,Лавренко,Парфениевич,401,,,,дата 1986/05 Москва
дата рождения 5.10.1955,Павел,Лавренов,Парфентиевич,402,5,10,1955,1955-10-05
рождения 05/10/1986Москва,Панкратий,Лавренович,Патрикеевич,403,05,10,1986,1986-10-05
05.10.1992,Панкрат,Лаврентьев,Патрикиевич,404,05,10,1992,1992-10-05
12.янв.06,Пантелеймон,Лавренцев,Пафнутиевич,405,12,01,1906,1906-01-12
31 августа 1957,Панфил,Лавренчук,Пахомович,406,31,08,1957,1957-08-31
31 мая 1954,Парамон,Лавренюк,Пахомиеви,407,31,05,1954,1954-05-31
31 сен 56,Парфен,Лаврец,Перфилиевич,408,31,09,1956,1956-09-31
15.12.1861,Пахом,Лаврив,Петрович,409,15,12,1861,1861-12-15
1963,Петр,Лаврик,Пименович,410,,,,1963
1967 год,Пимен,Лавриков,Питиримович,411,,,,1967 год
1995 Feb 10 Питер,Платон,Лавримов,Платонович,412,,,,1995 Feb 10 Питер
19.05.1986,Поликарп,Лаврин,Поликарпович,413,19,05,1986,1986-05-19
13.05.1993,Порфирий,Лавриненко,Поликарпиевич,414,13,05,1993,1993-05-13
19861005 Москва,Потап,Лавриненков,Порфирович,415,,,,19861005 Москва
25.05.1963,Пров,Лавринец,Порфириевич,416,25,05,1963,1963-05-25
04.05.1965,Прокл,Лавринов,Потапович,417,04,05,1965,1965-05-04
5-10-1986 город Коломна,Прокофий,Лавринович,Потапиевич,418,5,10,1986,1986-10-05
05.05.1968,Прохор,Лавринцев,Прович,419,05,05,1968,1968-05-05
05.01.1969,Радим,Лавриченко,Проклович,420,05,01,1969,1969-01-05
05.10.1989,Радислав,Лаврищев,Прокопович,421,05,10,1989,1989-10-05
05.10.1987,Радован,Лаврищенко,Прокопиевич,422,05,10,1987,1987-10-05
05.10.1978,Ратибор,Лавров,Прокофиевич,423,05,10,1978,1978-10-05
дата 05101977,Ратмир,Лаврович,Протасович,424,,,,дата 05101977
дата 15 January 1975,Родион,Лавровский,Протасиевич,425,,,,дата 15 January 1975
дата 1986/05 Москва,Роман,Лавронов,Прохорович,426,,,,дата 1986/05 Москва
дата рождения 5.10.1971,Ростислав,Лаврук,Радиевич,427,5,10,1971,1971-10-05
рождения 05/10/1986Москва,Рубен,Лаврухин,Ратмирович,428,05,10,1986,1986-10-05
05.10.1971,Руслан,Лаврушин,Рафаилович,429,05,10,1971,1971-10-05
12.янв.07,Рюрик,Лаврушко,Ремович,430,12,01,1907,1907-01-12
3 августа 1957,Савва,Лаврущенко,Робертович,431,3,08,1957,1957-08-03
13 мая 1954,Савватий,Лагодин,Родионович,432,13,05,1954,1954-05-13
31 сен 56,Савелий,Лагунов,Романович,433,31,09,1956,1956-09-31
15.12.1862,Самсон,Лагутенок,Ростиславович,434,15,12,1862,1862-12-15
1964,Самуил,Лагутин,Рубенович,435,,,,1964
1968 год,Светозар,Ладыгин,Рувимович,436,,,,1968 год
1973 Feb 10 Питер,Святополк,Ладыженский,Рудольфович,437,,,,1973 Feb 10 Питер
13.05.1977,Святослав,Ладыжинский,Русланович,438,13,05,1977,1977-05-13
14.01.1966,Севастьян,Ладыжников,Рюрикович,439,14,01,1966,1966-01-14
19861005 Москва,Селиван,Ладынин,Ремович,440,,,,19861005 Москва
25.05.1970,Селиверст,Лажечников,Робертович,441,25,05,1970,1970-05-25
04.05.2003,Семен,Лазарев,Родионович,442,04,05,2003,2003-05-04
5-10-1986 город Коломна,Серафим,Лазаревич,Романович,443,5,10,1986,1986-10-05
05.05.1969,Сергей,Лазаренко,Ростиславович,444,05,05,1969,1969-05-05
05.01.2003,Сигизмунд,Лазариди,Рубенович,445,05,01,2003,2003-01-05
05.10.4626,Ксения,Лазаричева,Саввична,446,05,10,4626,4626-10-05
05.10.4706,Лада,Лазебникова,Савватеевна,447,05,10,4706,4706-10-05
05.10.1983,Лариса,Лазлова,Савватьевна,448,05,10,1983,1983-10-05
дата 05101988,Леокадия,Лазоренко, Савёловна,449,,,,дата 05101988
дата 15 January 1976,Лиана,Лазукина, Савельевна,450,,,,дата 15 January 1976
05.10.1946,Лидия,Лазунина,Самойловна,451,05,10,1946,1946-10-05
06.11.1947,Лилиана,Лазурина, Самсоновна,452,06,11,1947,1947-11-06
07.12.1948,Лилия,Лазутина, Самсоньевна,453,07,12,1948,1948-12-07
08.01.1950,Лия,Лазуткина, Самуиловна,454,08,01,1950,1950-01-08
09.02.1951,Луиза,Лазутчикова,Свиридовна,455,09,02,1951,1951-02-09
12.03.1952,Лукерья,Лазухина, Святополковна,456,12,03,1952,1952-03-12
13.04.1953,Любава,Лайкина, Святославна,457,13,04,1953,1953-04-13
15.05.1954,Любовь,Лайкова,Себастьяновна,458,15,05,1954,1954-05-15
16.06.1955,Любомила,Лакашева, Севастьяновна,459,16,06,1955,1955-06-16
17.07.1956,Любомира,Лакашина,Севериновна,460,17,07,1956,1956-07-17
18.08.1957,Людмила,Лакедемонская,Северьяновна,461,18,08,1957,1957-08-18
19.09.1958,Майя,Лактионова,Селивановна,462,19,09,1958,1958-09-19
21.10.1959,Мальвина,Лысаева,Селивёрстовна,463,21,10,1959,1959-10-21
21.11.1960,Маргарита,Лысанова, Селифановна,464,21,11,1960,1960-11-21
23.12.1961,Марианна,Лысенко,Семёновна,465,23,12,1961,1961-12-23
24.01.1963,Мариетта,Лысенкова,Серапионовна,466,24,01,1963,1963-01-24
25.02.1964,Марина,Лысяк,Серафимовна,467,25,02,1964,1964-02-25
28.03.1965,Мария,Лысякова,Сергеевна,468,28,03,1965,1965-03-28
29.04.1966,Марта,Лытаева,Сигизмундовна,469,29,04,1966,1966-04-29
31.05.1967,Марфа,Лыткина,Сидоровна,470,31,05,1967,1967-05-31
01.07.1968,Меланья,Львова, Силовна,471,01,07,1968,1968-07-01
02.08.1969,Мелитриса,Львович, Силановна,472,02,08,1969,1969-08-02
03.09.1970,Милана,Любавина,Силантьевна,473,03,09,1970,1970-09-03
05.10.1971,Милена,Любавцева, Силуяновна,474,05,10,1971,1971-10-05
05.11.1972,Милица,Любанина,Сильвановна,475,05,11,1972,1972-11-05
07.12.1973,Мира,Любарская, Сильвестровна,476,07,12,1973,1973-12-07
08.01.1975,Мирослава,Любасвкая,Симеоновна,477,08,01,1975,1975-01-08
09.02.1976,Млада,Любахина,Симоновна,478,09,02,1976,1976-02-09
12.03.1977,Мстислава,Любашевская,Созоновна,479,12,03,1977,1977-03-12
13.04.1978,Муза,Любашина,Созонтовна,480,13,04,1978,1978-04-13
15.05.1979,Надежда,Любвина, Созонтьевна,481,15,05,1979,1979-05-15
15.06.1980,Наталья,Любезная,Сократовна,482,15,06,1980,1980-06-15
17.07.1981,Наталия,Любиева,Соломоновна,483,17,07,1981,1981-07-17
18.08.1982,Неонила,Любимова, Сосипатровна,484,18,08,1982,1982-08-18
19.09.1983,Ника,Любимцева,Софоновна,485,19,09,1983,1983-09-19
20.10.1984,Нина,Любимая, Софоньевна,486,20,10,1984,1984-10-20
21.11.1985,Нинель,Любина, Софроновна,487,21,11,1985,1985-11-21
23.12.1986,Нона,Любищева,Софроньевна,488,23,12,1986,1986-12-23
24.01.1988,Оксана,Любкина, Спартаковна,489,24,01,1988,1988-01-24
24.02.1989,Октябрина,Любовина,Спиридоновна,490,24,02,1989,1989-02-24
28.03.1990,Олимпиада,Любовцева,Спиридоньевна,491,28,03,1990,1990-03-28
29.04.1991,Ольга,Любочкина, Станиславна,492,29,04,1991,1991-04-29
30.05.1992,Пелагея,Любусина,Стахиевна,493,30,05,1992,1992-05-30
01.07.1993,Поликсена,Любутина,Степановна,494,01,07,1993,1993-07-01
02.08.1994,Полина,Любухина, Стратониковна,495,02,08,1994,1994-08-02
03.09.1995,Прасковья,Любушина,Сысоевна,496,03,09,1995,1995-09-03
04.10.1996,Пульхерия,Любушкина,Тарасовна,497,04,10,1996,1996-10-04
05.11.1981,Рада,Любченко, Терентьевна,498,05,11,1981,1981-11-05
07.12.1995,Раиса,Любчика, Тертиевна,499,07,12,1995,1995-12-07
08.01.1970,Регина,Любятина,Тимофеевна,500,08,01,1970,1970-01-08
08.02.1969,Рената,Любятинская, Тимуровна,501,08,02,1969,1969-02-08
12.03.1968,Лада,Люкшина,Титовна,502,12,03,1968,1968-03-12
13.04.1967,Лариса,Люминарская, Тихоновна,503,13,04,1967,1967-04-13
14.05.1970,Леокадия,Люсина, Трифоновна,504,14,05,1970,1970-05-14
15.06.1971,Лиана,Лютикова,Трофимовна,505,15,06,1971,1971-06-15
17.07.1972,Лидия,Лютихина,"Уваровна,",506,17,07,1972,1972-07-17
18.08.1973,Лилиана,Лютова, Уаровна,507,18,08,1973,1973-08-18
18.09.1976,Лилия,Лютягина, Ульяновна,508,18,09,1976,1976-09-18
20.10.1975,Лия,Люшина,Устиновна,509,20,10,1975,1975-10-20
21.11.1974,Луиза,Лягина, Станиславна,510,21,11,1974,1974-11-21
23.12.1977,Лукерья,Ляднова,Стахиевна,511,23,12,1977,1977-12-23
23.01.1938,Любава,Лядова,Степановна,512,23,01,1938,1938-01-23
24.02.1943,Любовь,Лякина, Стратониковна,513,24,02,1943,1943-02-24
28.03.1953,Любомила,Лякова,Сысоевна,514,28,03,1953,1953-03-28
28.04.1955,Любомира,Лялечкина,Тарасовна,515,28,04,1955,1955-04-28
30.05.1954,Людмила,Лялина, Терентьевна,516,30,05,1954,1954-05-30
01.07.1956,Майя,Лялькина, Тертиевна,517,01,07,1956,1956-07-01
02.08.1980,Мальвина,Лямина,Тимофеевна,518,02,08,1980,1980-08-02
02.09.1990,Маргарита,Лямудина, Тимуровна,519,02,09,1990,1990-09-02
04.10.2021,Марианна,Лямцева,Титовна,520,04,10,2021,2021-10-04
05.11.2022,Мариетта,Лямцына, Тихоновна,521,05,11,2022,2022-11-05
07.12.2023,Марина,Ляпидевская, Трифоновна,522,07,12,2023,2023-12-07
15 августа 1958,Ксения,Денюхина, Авенировна,523,15,08,1958,1958-08-15
16 августа 1959,Лада,Денягина, Авериевна,524,16,08,1959,1959-08-16
17 августа 1960,Лариса,Денякина,Аверкиевна,525,17,08,1960,1960-08-17
18 августа 1961,Леокадия,Деплоранская,Аверьяновна,526,18,08,1961,1961-08-18
19 августа 1962,Лиана,Депутатова, Авксентиевна,527,19,08,1962,1962-08-19
20 августа 1963,Лидия,Дербенева,Авраамовна,528,20,08,1963,1963-08-20
21 августа 1964,Лилиана,Дербина,Авраамиевна,529,21,08,1964,1964-08-21
22 августа 1965,Лилия,Дербышева, Аврамовна,530,22,08,1965,1965-08-22
23 августа 1966,Лия,Дергачова,Аврамьевна,531,23,08,1966,1966-08-23
24 августа 1967,Луиза,Деревщикова, Аврелиановна,532,24,08,1967,1967-08-24
05.10.1968,Август,Абоимов,Викулич,533,05,10,1968,1968-10-05
16.10.1969,Авдей,Абраменко,Виленович,534,16,10,1969,1969-10-16
27.10.1970,Аверкий,Абрамкин,Вильгельмович,535,27,10,1970,1970-10-27
07.11.1971,Аверьян,Абрамов ,Виссарионович,536,07,11,1971,1971-11-07
17.11.1972,Авксентий,Борищенко,Виталиевич,537,17,11,1972,1972-11-17
28.11.1973,Автоном,Борков,Витольдович,538,28,11,1973,1973-11-28
09.12.1974,Агап,Борковский,Владиленович,539,09,12,1974,1974-12-09
20.12.1975,Агафон,Боровик,Владимирович,540,20,12,1975,1975-12-20
30.12.1976,Аггей,Боровицкий,Владиславович,541,30,12,1976,1976-12-30
10.01.1978,Адам,Боровко,Владленович,542,10,01,1978,1978-01-10
21.01.1979,Андриян,Боровков,Власович,543,21,01,1979,1979-01-21
01.02.1980,Азарий,Боровлев,Власиевич,544,01,02,1980,1980-02-01
11.02.1981,Аким,Боровов,Вонифатович,545,11,02,1981,1981-02-11
22.02.1982,Александр,Боровой,Вонифатиевич,546,22,02,1982,1982-02-22
05.03.1983,Алексей,Бородин,Всеволодович,547,05,03,1983,1983-03-05
15.03.1984,Амвросий,Бородинов,Всеславович,548,15,03,1984,1984-03-15
06.11.1968,Амос,Абоимов,Вуколович,549,06,11,1968,1968-11-06
07.12.1968,Ананий,Абраменко,Вышеславович,550,07,12,1968,1968-12-07
07.01.1969,Анатолий,Абрамкин,Карионович,551,07,01,1969,1969-01-07
07.02.1969,Андрей,Абрамов ,Карлович,552,07,02,1969,1969-02-07
10.03.1969,Андрон,Борищенко,Олегович,553,10,03,1969,1969-03-10
10.04.1969,Андроник,Борков,Олимпиевич,554,10,04,1969,1969-04-10
11.05.1969,Аникей,Борковский,Онисимович,555,11,05,1969,1969-05-11
11.06.1969,Аникита,Боровик,Онуфриевич,556,11,06,1969,1969-06-11
12.07.1969,Анисим,Боровицкий,Орестович,557,12,07,1969,1969-07-12
12.08.1969,Антип,Боровко,Осипович,558,12,08,1969,1969-08-12
12.09.1969,Антонин,Боровков,Оскарович,559,12,09,1969,1969-09-12
13.10.1969,Аполлинарий,Боровлев,Остапович,560,13,10,1969,1969-10-13
13.11.1969,Аполлон,Боровов,Павлович,561,13,11,1969,1969-11-13
14.12.1969,Арефий,Боровой,Павлинович,562,14,12,1969,1969-12-14
14.01.1970,Аристарх,Бородин,Паисиевич,563,14,01,1970,1970-01-14
14.02.1970,Аркадий,Бородинов,Палладиевич,564,14,02,1970,1970-02-14
17.03.1970,Арсений,Бородихин,Памфилович,565,17,03,1970,1970-03-17
17.04.1970,Артемий,Бородулин,Памфилиевич,566,17,04,1970,1970-04-17
18.05.1970,Артем,Бородыня,Панкратович,567,18,05,1970,1970-05-18
18.06.1970,Архип,Бороздин,Панкратиевич,568,18,06,1970,1970-06-18
19.07.1970,Аскольд,Боронин,Пантелеевич,569,19,07,1970,1970-07-19
19.08.1970,Афанасий,Бортенев,Пантелеймонович,570,19,08,1970,1970-08-19
19.09.1970,Афиноген,Бортников,Панфилович,571,19,09,1970,1970-09-19
20.10.1970,Бажен,Борыков,Парамонович,572,20,10,1970,1970-10-20
20.11.1970,Богдан,Борягин,Парменович,573,20,11,1970,1970-11-20
21.12.1970,Болеслав,Боряков,Пармёнович,574,21,12,1970,1970-12-21
21.01.1971,Борис,yосолаев,Парфёнович,575,21,01,1971,1971-01-21
21.02.1971,Борислав,Босулаев,Парфениевич,576,21,02,1971,1971-02-21
24.03.1971,Боян,Босый,Парфентиевич,577,24,03,1971,1971-03-24
24.04.1971,Бронислав,Боталов,Патрикеевич,578,24,04,1971,1971-04-24
25.05.1971,Будимир,Боташев,Патрикиевич,579,25,05,1971,1971-05-25
25.06.1971,Вадим,Боташов,Пафнутиевич,580,25,06,1971,1971-06-25
26.07.1971,Валентин,Ботвин,Пахомович,581,26,07,1971,1971-07-26
26.08.1971,Валерий,Боткин,Корнеевич,582,26,08,1971,1971-08-26
26.09.1971,Валерьян,Боцян,Корнелиевич,583,26,09,1971,1971-09-26
27.10.1971,Варлаам,Боцяновский,Корнилович,584,27,10,1971,1971-10-27
27.11.1971,Варфоломей,Бочагов,Корнилиевич,585,27,11,1971,1971-11-27
28.12.1971,Василий,Бочарников,Ксенофонтович,586,28,12,1971,1971-12-28
28.01.1972,Вацлав,Бочаров,Кузьмич,587,28,01,1972,1972-01-28
28.02.1972,Августа,Гонцова, Авенировна,588,28,02,1972,1972-02-28
30.03.1972,Агата,Гончарова, Авериевна,589,30,03,1972,1972-03-30
30.04.1972,Агафья,Гончаренко,Аверкиевна,590,30,04,1972,1972-04-30
31.05.1972,Аглая,Гончарик,Аверьяновна,591,31,05,1972,1972-05-31
01.07.1972,Агнесса,Гончарова, Авксентиевна,592,01,07,1972,1972-07-01
01.08.1972,Агния,Гончарук,Авраамовна,593,01,08,1972,1972-08-01
01.09.1972,Аграфена,Гораздова,Авраамиевна,594,01,09,1972,1972-09-01
02.10.1972,Агриппина,Горбаневская, Аврамовна,595,02,10,1972,1972-10-02
02.11.1972,Ада,Горбань,Аврамьевна,596,02,11,1972,1972-11-02
03.12.1972,Аделаида,Горбатко, Аврелиановна,597,03,12,1972,1972-12-03
03.01.1973,Аза,Горбаткова, Автономовна,598,03,01,1973,1973-01-03
03.02.1973,Алевтина,Горбатова, Агаповна,599,03,02,1973,1973-02-03
06.03.1973,Александра,Горбачева,Агапиевна,600,06,03,1973,1973-03-06
06.04.1973,Алина,Горбатых,Агапитовна,601,06,04,1973,1973-04-06
07.05.1973,Алиса,Горбач, Агафоновна,602,07,05,1973,1973-05-07
07.06.1973,Алла,Горбачева, Аггеевна,603,07,06,1973,1973-06-07
08.07.1973,Альбина,Горбачевский, Адамовна,604,08,07,1973,1973-07-08
08.08.1973,Анастасия,Горбаченко,Адриановна,605,08,08,1973,1973-08-08
08.09.1973,Ангелина,Горбенко, Азаровна,606,08,09,1973,1973-09-08
09.10.1973,Анисья,Горбенкова,Азариевна,607,09,10,1973,1973-10-09
09.11.1973,Анна,Горбова,Акакиевна,608,09,11,1973,1973-11-09
10.12.1973,Антонида,Горбоносов, Акимовна,609,10,12,1973,1973-12-10
10.01.1974,Антонина,Горбунина, Акиндиновна,610,10,01,1974,1974-01-10
10.02.1974,Анфиса,Горбункова,Акинфовна,611,10,02,1974,1974-02-10
13.03.1974,Аполлинария,Горбунова, Акинфиевна,612,13,03,1974,1974-03-13
13.04.1974,Ариадна,Горбунчикова, Аксёновна,613,13,04,1974,1974-04-13
14.05.1974,Беатриса,Горбушина,Аксентиевна,614,14,05,1974,1974-05-14
14.06.1974,Берта,Горбушова, Александровна,615,14,06,1974,1974-06-14
15.07.1974,Борислава,Демьяненко, Алексеевна,616,15,07,1974,1974-07-15
15.08.1974,Бронислава,Демьянец, Алексиевна,617,15,08,1974,1974-08-15
15.09.1974,Валентина,Демьянова, Альбертовна,618,15,09,1974,1974-09-15
16.10.1974,Валерия,Демьяновская, Альфредовна,619,16,10,1974,1974-10-16
16.11.1974,Ванда,Демьянок, Амвросиевна,620,16,11,1974,1974-11-16
17.12.1974,Варвара,Демьянчук,Амосовна,621,17,12,1974,1974-12-17
17.01.1975,Василиса,Демяник, Амфилохиевна,622,17,01,1975,1975-01-17
17.02.1975,Васса,Демянко, Ананиевна,623,17,02,1975,1975-02-17
20.03.1975,Вера,Демянова, Анастасиевна,624,20,03,1975,1975-03-20
20.04.1975,Вероника,Демяновская, Анатолиевна,625,20,04,1975,1975-04-20
21.05.1975,Викторина,Деникина, Андреевна,626,21,05,1975,1975-05-21
21.06.1975,Виктория,Денисевич, Андриановна,627,21,06,1975,1975-06-21
22.07.1975,Виргиния,Денисенко, Андроновна,628,22,07,1975,1975-07-22
22.08.1975,Влада,Денисова, Андрониевна,629,22,08,1975,1975-08-22
22.09.1975,Владилена,Денисович, Андрониковна,630,22,09,1975,1975-09-22
23.10.1975,Владлена,Денисычева, Аникеевна,631,23,10,1975,1975-10-23
23.11.1975,Владислава,Денисьева,Аникиевна,632,23,11,1975,1975-11-23
24.12.1975,Власта,Денисюк, Аникитична,633,24,12,1975,1975-12-24
24.01.1976,Всеслава,Денюхина,Анисиевна,634,24,01,1976,1976-01-24
24.02.1976,Галина,Денягина,Анисимовна,635,24,02,1976,1976-02-24
26.03.1976,Галя,Денякина,Антиоховна,636,26,03,1976,1976-03-26
26.04.1976,Ганна,Деплоранская,Антиповна,637,26,04,1976,1976-04-26
27.05.1976,Генриетта,Депутатова,Антипична,638,27,05,1976,1976-05-27
27.06.1976,Глафира,Дербенева,Антипиевна,639,27,06,1976,1976-06-27
28.07.1976,Горислава,Дербина, Антоновна,640,28,07,1976,1976-07-28
28.08.1976,Дарья,Дербышева, Антониновна,641,28,08,1976,1976-08-28
28.09.1976,Диана,Дергачова, Антроповна,642,28,09,1976,1976-09-28
29.10.1976,Дина,Деревщикова,Антропиевна,643,29,10,1976,1976-10-29
29.11.1976,Доминика,Деревягина, Ануфриевна,644,29,11,1976,1976-11-29
30.12.1976,Домна,Деревянкина, Аполлинарьевна,645,30,12,1976,1976-12-30
30.01.1977,Ева,Деревянникова,Аполлоновна,646,30,01,1977,1977-01-30
28.07.1976,Евгеиня,Деревяшкина, Аполлосовна,647,28,07,1976,1976-07-28
28.08.1976,Евдокия,Державец, Ардалионовна,648,28,08,1976,1976-08-28
28.09.1976,Евлампия,Державина, Ардальоновна,649,28,09,1976,1976-09-28
29.10.1976,Екатерина,Державцева,Арефовна,650,29,10,1976,1976-10-29
29.11.1976,Елена,Деркач,Арефьевна,651,29,11,1976,1976-11-29
30.12.1976,Елизавета,Деркачова,Арьевна,652,30,12,1976,1976-12-30
30.01.1977,Ефросинья,Дерюгина,Аристарховна,653,30,01,1977,1977-01-30
28.02.1977,Жанна,Дерябина, Аристидовна,654,28,02,1977,1977-02-28
30.03.1977,Зинаида,Дерягина,Аркадьевна,655,30,03,1977,1977-03-30
30.04.1977,Злата,Десницкая,Арнольдовна,656,30,04,1977,1977-04-30
30.05.1977,Зоя,Десяткина,Ароновна,657,30,05,1977,1977-05-30
30.06.1977,Изабелла,Десятова,Арсеновна,658,30,06,1977,1977-06-30
30.07.1977,Изольда,Деткина,Арсеньевна,659,30,07,1977,1977-07-30
30.08.1977,Инга,Деткова,Арсентьевна,660,30,08,1977,1977-08-30
30.09.1977,Инесса,Детнева,Артамоновна,661,30,09,1977,1977-09-30
30.10.1977,Инна,Деточкина, Артёмовна,662,30,10,1977,1977-10-30
30.11.1977,Ираида,Детушкина,Артемьевна,663,30,11,1977,1977-11-30
30.12.1977,Ирина,Деулина,Артуровна,664,30,12,1977,1977-12-30
30.01.1978,Ия,Дехтерева,Архиповна,665,30,01,1978,1978-01-30
28.02.1978,Казимира,Джавадова,Асафовна,666,28,02,1978,1978-02-28
30.03.1978,Калерия,Джура,Асафьевна,667,30,03,1978,1978-03-30
30.04.1978,Капитолина,Дзенискевич,Аскольдовна,668,30,04,1978,1978-04-30
30.05.1978,Каролина,Дзюбина,Афанасьевна,669,30,05,1978,1978-05-30
30.06.1978,Кира,Дианина, Афиногеновна,670,30,06,1978,1978-06-30
30.07.1978,Клавдия,Дианова,Африкановна,671,30,07,1978,1978-07-30
30.08.1978,Клара,Диденко,Артамоновна,672,30,08,1978,1978-08-30
30.09.1978,Кларисса,Дидоренко, Артёмовна,673,30,09,1978,1978-09-30
30.10.1978,Клементина,Деткина,Артемьевна,674,30,10,1978,1978-10-30
30.11.1978,Клеопатра,Деткова,Артуровна,675,30,11,1978,1978-11-30
30.12.1978,Конкордия,Детнева, Архиповна,676,30,12,1978,1978-12-30
30.01.1979,Ксения,Деточкина,Асафовна,677,30,01,1979,1979-01-30
28.02.1979,Лада,Детушкина,Асафьевна,678,28,02,1979,1979-02-28
30.03.1979,Лариса,Деулина,Аскольдовна,679,30,03,1979,1979-03-30
30.04.1979,Леокадия,Дехтерева,Афанасьевна,680,30,04,1979,1979-04-30
